From_Category,To_Category,Ratio_of_human_to_shortest
C0009,C0058,1.7
C0009,C0059,1.88
C0009,C0060,1.96
C0009,C0061,1.76
C0009,C0062,1.66
C0009,C0063,1.76
C0009,C0064,1.71
C0009,C0065,1.79
C0009,C0066,1.64
C0009,C0067,1.7
C0009,C0068,1.71
C0009,C0069,1.42
C0009,C0070,1.53
C0009,C0071,1.31
C0009,C0072,1.72
C0009,C0073,1.38
C0009,C0074,1.41
C0009,C0075,1.96
C0009,C0076,1.82
C0009,C0078,1.67
C0009,C0079,1.87
C0009,C0080,1.33
C0009,C0081,1.56
C0009,C0082,1.86
C0009,C0083,2.02
C0009,C0084,1.47
C0009,C0085,1.73
C0009,C0086,2.08
C0009,C0087,2.07
C0009,C0088,1.45
C0009,C0089,1.62
C0009,C0090,1.69
C0009,C0091,1.85
C0009,C0092,2.29
C0009,C0093,1.84
C0009,C0095,1.5
C0009,C0096,1.67
C0009,C0097,1.74
C0009,C0098,1.59
C0009,C0099,1.43
C0009,C0100,1.6
C0009,C0101,1.97
C0009,C0102,1.97
C0009,C0103,1.62
C0009,C0104,1.62
C0009,C0105,1.58
C0009,C0106,1.62
C0009,C0107,1.63
C0009,C0108,1.65
C0009,C0109,1.68
C0009,C0110,2.0
C0009,C0111,1.88
C0009,C0112,2.58
C0009,C0113,1.84
C0009,C0114,1.67
C0009,C0115,1.7
C0009,C0116,1.8
C0009,C0117,1.92
C0009,C0118,1.75
C0009,C0119,1.9
C0009,C0120,1.68
C0009,C0121,1.88
C0009,C0122,1.58
C0009,C0123,1.68
C0009,C0124,1.66
C0009,C0125,1.68
C0009,C0126,1.85
C0009,C0127,1.65
C0009,C0128,1.51
C0009,C0129,1.76
C0009,C0130,1.67
C0009,C0131,1.67
C0009,C0132,2.01
C0009,C0133,2.09
C0009,C0134,1.94
C0009,C0135,1.92
C0009,C0136,1.32
C0009,C0137,1.98
C0009,C0138,1.77
C0009,C0139,1.74
C0009,C0140,1.69
C0009,C0141,2.56
C0009,C0142,2.25
C0009,C0143,1.79
C0009,C0144,1.85
C0009,C0145,2.02
C0009,C0146,1.7
C0010,C0001,1.69
C0010,C0002,1.68
C0010,C0003,2.4
C0010,C0004,1.61
C0010,C0005,1.64
C0010,C0006,1.62
C0010,C0007,1.88
C0010,C0008,1.63
C0010,C0009,1.72
C0010,C0010,1.39
C0010,C0011,1.68
C0010,C0012,1.67
C0010,C0013,1.69
C0010,C0014,1.61
C0010,C0015,1.79
C0010,C0016,1.75
C0010,C0017,1.68
C0010,C0019,2.19
C0010,C0021,1.0
C0010,C0022,3.42
C0010,C0023,1.54
C0010,C0025,1.67
C0010,C0027,2.08
C0010,C0028,1.29
C0010,C0029,1.5
C0010,C0030,1.53
C0010,C0031,1.61
C0010,C0033,1.58
C0010,C0034,1.92
C0010,C0035,1.22
C0010,C0036,1.33
C0010,C0037,3.33
C0010,C0038,2.0
C0010,C0039,2.33
C0010,C0040,2.9
C0010,C0041,1.57
C0010,C0042,1.89
C0010,C0043,2.69
C0010,C0044,1.45
C0010,C0045,1.48
C0010,C0046,1.34
C0010,C0047,1.4
C0010,C0048,1.38
C0010,C0049,1.64
C0010,C0051,1.41
C0010,C0052,1.58
C0010,C0053,1.67
C0010,C0054,1.58
C0010,C0055,1.67
C0010,C0056,1.49
C0010,C0057,1.92
C0010,C0058,1.45
C0010,C0059,1.68
C0010,C0060,1.0
C0010,C0061,1.94
C0010,C0062,1.6
C0010,C0063,1.93
C0010,C0064,1.2
C0010,C0065,1.89
C0010,C0066,1.67
C0010,C0067,1.68
C0010,C0068,1.85
C0010,C0070,1.6
C0010,C0072,1.0
C0010,C0073,1.87
C0010,C0074,1.57
C0010,C0075,1.44
C0010,C0076,1.31
C0010,C0077,1.33
C0010,C0078,1.55
C0010,C0079,1.12
C0010,C0080,1.22
C0010,C0081,1.92
C0010,C0082,2.17
C0010,C0083,1.58
C0010,C0084,1.53
C0010,C0085,2.1
C0010,C0086,1.69
C0010,C0087,1.92
C0010,C0088,1.08
C0010,C0089,1.45
C0010,C0090,1.93
C0010,C0091,1.62
C0010,C0092,1.46
C0010,C0093,1.44
C0010,C0095,1.53
C0010,C0096,1.61
C0010,C0098,2.42
C0010,C0099,2.17
C0010,C0101,2.0
C0010,C0102,1.84
C0010,C0103,1.32
C0010,C0104,1.4
C0010,C0105,1.5
C0010,C0107,1.22
C0010,C0108,1.47
C0010,C0109,1.55
C0010,C0110,1.75
C0010,C0111,1.98
C0010,C0112,2.0
C0010,C0113,1.97
C0010,C0114,1.47
C0010,C0115,1.42
C0010,C0116,1.54
C0010,C0117,1.89
C0010,C0118,1.5
C0010,C0119,1.69
C0010,C0120,1.53
C0010,C0121,1.33
C0010,C0122,1.76
C0010,C0123,1.74
C0010,C0124,1.46
C0010,C0125,1.25
C0010,C0126,1.74
C0010,C0128,1.74
C0010,C0129,1.75
C0010,C0130,1.27
C0010,C0132,1.91
C0010,C0133,1.82
C0010,C0134,1.99
C0010,C0135,2.09
C0010,C0136,1.25
C0010,C0137,1.88
C0010,C0138,1.44
C0010,C0139,1.55
C0010,C0140,1.12
C0010,C0141,1.33
C0010,C0142,1.12
C0010,C0143,1.74
C0010,C0144,1.59
C0010,C0145,2.24
C0011,C0001,1.85
C0011,C0002,2.44
C0011,C0003,1.75
C0011,C0004,1.68
C0011,C0005,1.71
C0011,C0006,2.07
C0011,C0007,1.92
C0011,C0008,1.75
C0011,C0009,1.78
C0011,C0010,2.13
C0011,C0011,1.75
C0011,C0012,1.52
C0011,C0013,1.71
C0011,C0014,1.68
C0011,C0015,1.75
C0011,C0016,1.94
C0011,C0017,2.44
C0011,C0019,2.02
C0011,C0020,1.67
C0011,C0021,1.7
C0011,C0022,1.0
C0011,C0023,2.17
C0011,C0026,1.53
C0011,C0027,1.71
C0011,C0028,1.72
C0011,C0029,1.5
C0011,C0030,1.53
C0011,C0031,1.64
C0011,C0032,1.89
C0011,C0033,1.47
C0011,C0034,2.4
C0011,C0035,1.23
C0011,C0036,1.5
C0011,C0037,1.2
C0011,C0038,1.93
C0011,C0039,2.33
C0011,C0040,2.08
C0011,C0041,1.53
C0011,C0042,2.24
C0011,C0043,2.0
C0011,C0044,1.62
C0011,C0045,1.56
C0011,C0046,1.6
C0011,C0047,1.71
C0011,C0048,1.8
C0011,C0049,1.69
C0011,C0050,1.36
C0011,C0051,1.99
C0011,C0052,2.03
C0011,C0053,1.53
C0011,C0054,1.6
C0011,C0055,1.65
C0011,C0056,1.74
C0011,C0057,2.04
C0011,C0058,1.75
C0011,C0059,1.59
C0011,C0060,1.96
C0011,C0061,1.74
C0011,C0062,1.7
C0011,C0063,1.0
C0011,C0064,1.56
C0011,C0065,1.8
C0011,C0066,2.17
C0011,C0067,1.99
C0011,C0068,2.04
C0011,C0070,1.53
C0011,C0071,1.98
C0011,C0072,1.53
C0011,C0073,1.34
C0011,C0074,1.3
C0011,C0075,2.15
C0011,C0076,4.03
C0011,C0077,1.33
C0011,C0078,1.5
C0011,C0079,1.57
C0011,C0080,1.0
C0011,C0081,1.63
C0011,C0082,1.5
C0011,C0083,1.95
C0011,C0084,1.83
C0011,C0085,1.11
C0011,C0086,2.7
C0011,C0087,1.79
C0011,C0088,1.53
C0011,C0089,1.28
C0011,C0090,2.06
C0011,C0092,1.33
C0011,C0093,1.78
C0011,C0094,2.05
C0011,C0095,1.5
C0011,C0096,1.93
C0011,C0097,1.5
C0011,C0098,1.43
C0011,C0099,2.67
C0011,C0100,1.5
C0011,C0102,2.09
C0011,C0103,1.78
C0011,C0104,1.73
C0011,C0105,1.27
C0011,C0106,2.25
C0011,C0107,1.98
C0011,C0108,1.42
C0011,C0109,1.53
C0011,C0110,1.38
C0011,C0111,1.43
C0011,C0112,2.0
C0011,C0113,1.99
C0011,C0114,1.87
C0011,C0115,1.62
C0011,C0116,1.86
C0011,C0117,1.99
C0011,C0118,1.71
C0011,C0119,1.71
C0011,C0120,1.66
C0011,C0121,1.67
C0011,C0122,1.66
C0011,C0123,1.75
C0011,C0124,1.88
C0011,C0125,1.72
C0011,C0126,2.27
C0011,C0127,2.46
C0011,C0128,1.57
C0011,C0129,2.16
C0011,C0130,2.07
C0011,C0131,1.33
C0011,C0132,1.65
C0011,C0133,1.61
C0011,C0134,2.07
C0011,C0135,1.99
C0011,C0136,2.08
C0011,C0137,2.37
C0011,C0138,1.69
C0011,C0139,1.69
C0011,C0140,1.76
C0011,C0141,2.67
C0011,C0142,1.63
C0011,C0143,2.26
C0011,C0144,1.72
C0011,C0145,1.41
C0011,C0146,1.46
C0012,C0001,1.78
C0012,C0002,1.67
C0012,C0003,2.21
C0012,C0004,1.93
C0012,C0005,1.64
C0012,C0006,1.74
C0012,C0007,1.98
C0012,C0008,1.77
C0012,C0009,1.92
C0012,C0010,1.88
C0012,C0011,1.62
C0012,C0012,1.0
C0012,C0013,1.95
C0012,C0014,1.62
C0012,C0015,1.82
C0012,C0016,1.8
C0012,C0017,1.67
C0012,C0019,3.5
C0012,C0020,1.0
C0012,C0021,2.5
C0012,C0022,1.67
C0012,C0023,1.33
C0012,C0024,2.25
C0012,C0025,2.83
C0012,C0026,1.33
C0012,C0027,1.61
C0012,C0028,1.62
C0012,C0029,1.33
C0012,C0030,4.0
C0012,C0031,1.88
C0012,C0032,1.33
C0012,C0033,1.44
C0012,C0034,1.97
C0012,C0035,1.0
C0012,C0038,1.33
C0012,C0039,2.97
C0012,C0040,1.33
C0012,C0041,1.29
C0012,C0042,2.08
C0012,C0043,2.0
C0012,C0044,1.67
C0012,C0045,1.68
C0012,C0046,1.25
C0012,C0047,1.12
C0012,C0048,1.92
C0012,C0049,1.37
C0012,C0050,1.33
C0012,C0051,1.67
C0012,C0052,3.0
C0012,C0053,1.67
C0012,C0054,1.78
C0012,C0055,1.77
C0012,C0056,1.5
C0012,C0057,1.67
C0012,C0058,1.58
C0012,C0059,2.17
C0012,C0062,1.91
C0012,C0063,3.0
C0012,C0064,1.87
C0012,C0065,1.0
C0012,C0067,1.56
C0012,C0068,2.98
C0012,C0069,1.33
C0012,C0070,2.69
C0012,C0071,1.5
C0012,C0072,1.25
C0012,C0073,1.33
C0012,C0074,1.67
C0012,C0075,1.17
C0012,C0076,2.7
C0012,C0078,1.39
C0012,C0079,1.38
C0012,C0080,2.0
C0012,C0081,1.65
C0012,C0083,1.67
C0012,C0084,1.44
C0012,C0085,1.71
C0012,C0086,1.55
C0012,C0087,2.27
C0012,C0088,2.25
C0012,C0089,1.79
C0012,C0090,1.67
C0012,C0091,1.72
C0012,C0092,1.33
C0012,C0095,1.75
C0012,C0098,1.5
C0012,C0099,1.44
C0012,C0101,1.89
C0012,C0102,1.79
C0012,C0103,1.67
C0012,C0104,1.71
C0012,C0105,1.21
C0012,C0106,2.0
C0012,C0107,1.33
C0012,C0109,1.72
C0012,C0110,1.57
C0012,C0113,2.83
C0012,C0115,1.69
C0012,C0116,1.6
C0012,C0117,1.9
C0012,C0118,1.86
C0012,C0119,1.57
C0012,C0120,1.14
C0012,C0121,1.67
C0012,C0122,1.69
C0012,C0123,1.77
C0012,C0124,1.17
C0012,C0125,1.75
C0012,C0126,1.5
C0012,C0129,1.78
C0012,C0130,1.25
C0012,C0131,1.17
C0012,C0132,1.75
C0012,C0133,1.82
C0012,C0134,2.2
C0012,C0135,1.73
C0012,C0137,2.09
C0012,C0138,1.5
C0012,C0139,1.73
C0012,C0140,3.5
C0012,C0142,1.11
C0012,C0143,1.28
C0012,C0144,1.81
C0012,C0145,1.9
C0012,C0146,1.67
C0013,C0001,1.72
C0013,C0002,1.67
C0013,C0003,1.47
C0013,C0004,2.04
C0013,C0005,1.6
C0013,C0006,1.92
C0013,C0007,1.79
C0013,C0008,1.67
C0013,C0009,1.82
C0013,C0010,1.52
C0013,C0011,1.85
C0013,C0012,1.51
C0013,C0013,1.16
C0013,C0014,1.58
C0013,C0015,1.92
C0013,C0016,1.75
C0013,C0017,1.67
C0013,C0019,2.0
C0013,C0020,2.33
C0013,C0021,1.42
C0013,C0022,1.0
C0013,C0023,7.67
C0013,C0026,1.22
C0013,C0027,1.0
C0013,C0028,2.17
C0013,C0029,1.64
C0013,C0030,1.7
C0013,C0031,1.61
C0013,C0032,2.95
C0013,C0033,1.71
C0013,C0034,1.74
C0013,C0035,1.65
C0013,C0036,1.33
C0013,C0037,1.11
C0013,C0038,1.75
C0013,C0039,2.2
C0013,C0040,1.5
C0013,C0041,1.17
C0013,C0042,1.93
C0013,C0043,1.5
C0013,C0044,1.5
C0013,C0045,1.48
C0013,C0046,2.0
C0013,C0047,1.33
C0013,C0048,1.75
C0013,C0049,2.04
C0013,C0051,1.7
C0013,C0052,1.97
C0013,C0053,1.5
C0013,C0054,1.49
C0013,C0055,1.71
C0013,C0056,1.49
C0013,C0057,1.48
C0013,C0058,1.69
C0013,C0059,2.01
C0013,C0060,1.92
C0013,C0061,2.0
C0013,C0062,1.43
C0013,C0064,1.25
C0013,C0065,1.79
C0013,C0066,2.0
C0013,C0067,1.93
C0013,C0068,1.97
C0013,C0070,1.6
C0013,C0071,1.67
C0013,C0072,1.0
C0013,C0073,2.0
C0013,C0074,1.71
C0013,C0075,1.52
C0013,C0076,2.54
C0013,C0077,1.25
C0013,C0078,1.29
C0013,C0079,1.29
C0013,C0080,1.67
C0013,C0081,1.57
C0013,C0082,2.0
C0013,C0083,3.22
C0013,C0084,1.67
C0013,C0085,2.33
C0013,C0086,1.67
C0013,C0087,1.07
C0013,C0088,1.2
C0013,C0089,1.2
C0013,C0090,1.42
C0013,C0092,2.04
C0013,C0093,1.33
C0013,C0094,1.0
C0013,C0096,2.25
C0013,C0097,1.68
C0013,C0098,1.51
C0013,C0101,1.5
C0013,C0102,1.59
C0013,C0103,1.48
C0013,C0104,1.4
C0013,C0105,1.37
C0013,C0106,1.17
C0013,C0107,1.75
C0013,C0109,1.27
C0013,C0110,2.26
C0013,C0111,2.53
C0013,C0112,2.33
C0013,C0113,1.67
C0013,C0114,1.5
C0013,C0115,1.33
C0013,C0117,1.77
C0013,C0118,1.71
C0013,C0119,1.76
C0013,C0120,1.51
C0013,C0121,1.65
C0013,C0122,1.48
C0013,C0123,1.84
C0013,C0124,1.64
C0013,C0125,1.54
C0013,C0126,2.39
C0013,C0127,2.0
C0013,C0128,1.34
C0013,C0129,1.67
C0013,C0130,1.79
C0013,C0132,2.0
C0013,C0133,2.0
C0013,C0134,1.79
C0013,C0135,1.66
C0013,C0136,2.0
C0013,C0137,1.57
C0013,C0138,1.54
C0013,C0139,1.76
C0013,C0140,1.69
C0013,C0141,1.5
C0013,C0142,1.64
C0013,C0143,1.56
C0013,C0144,1.8
C0013,C0145,1.94
C0013,C0146,2.04
C0014,C0001,1.77
C0014,C0002,1.77
C0014,C0003,1.92
C0014,C0004,1.96
C0014,C0005,1.78
C0014,C0006,1.81
C0014,C0007,1.92
C0014,C0008,1.72
C0014,C0009,1.71
C0014,C0010,1.97
C0014,C0011,1.68
C0014,C0012,1.77
C0014,C0013,1.59
C0014,C0014,1.64
C0014,C0015,1.69
C0014,C0016,1.86
C0014,C0017,1.77
C0014,C0019,2.17
C0014,C0020,2.01
C0014,C0021,1.45
C0014,C0022,2.02
C0014,C0023,1.97
C0014,C0024,1.69
C0014,C0025,1.28
C0014,C0026,2.37
C0014,C0027,2.17
C0014,C0028,3.28
C0014,C0029,1.5
C0014,C0030,1.96
C0014,C0031,1.59
C0014,C0032,1.59
C0014,C0033,1.64
C0014,C0034,2.14
C0014,C0035,1.45
C0014,C0036,1.57
C0014,C0037,1.89
C0014,C0038,1.65
C0014,C0039,2.07
C0014,C0040,1.87
C0014,C0041,2.0
C0014,C0042,2.14
C0014,C0043,1.59
C0014,C0044,2.07
C0014,C0045,1.66
C0014,C0046,1.94
C0014,C0047,1.35
C0014,C0048,2.26
C0014,C0049,1.7
C0014,C0050,1.59
C0014,C0051,1.91
C0014,C0052,1.85
C0014,C0053,1.62
C0014,C0054,1.64
C0014,C0055,1.71
C0014,C0056,1.58
C0014,C0057,1.9
C0014,C0058,1.75
C0014,C0059,1.84
C0014,C0060,2.25
C0014,C0061,1.74
C0014,C0062,1.63
C0014,C0063,1.74
C0014,C0064,1.71
C0014,C0065,1.86
C0014,C0066,1.88
C0014,C0067,1.86
C0014,C0068,1.58
C0014,C0069,2.0
C0014,C0070,1.6
C0014,C0071,1.52
C0014,C0072,1.58
C0014,C0073,1.63
C0014,C0074,1.4
C0014,C0075,1.96
C0014,C0076,2.16
C0014,C0077,1.29
C0014,C0078,1.71
C0014,C0079,2.27
C0014,C0080,2.9
C0014,C0081,1.51
C0014,C0082,1.84
C0014,C0083,1.86
C0014,C0084,1.49
C0014,C0085,1.81
C0014,C0086,1.74
C0014,C0087,1.74
C0014,C0088,1.42
C0014,C0089,1.61
C0014,C0090,1.54
C0014,C0091,1.41
C0014,C0092,1.3
C0014,C0093,1.98
C0014,C0094,1.67
C0014,C0095,1.63
C0014,C0096,1.53
C0014,C0097,1.6
C0014,C0098,1.57
C0014,C0099,1.5
C0014,C0100,1.77
C0014,C0101,1.33
C0014,C0102,2.08
C0014,C0103,1.6
C0014,C0104,1.56
C0014,C0105,1.58
C0014,C0106,1.67
C0014,C0107,1.63
C0014,C0108,1.57
C0014,C0109,1.56
C0014,C0110,1.68
C0014,C0111,1.6
C0014,C0112,1.7
C0014,C0113,2.59
C0014,C0114,1.46
C0014,C0115,1.74
C0014,C0116,1.53
C0014,C0117,1.95
C0014,C0118,1.79
C0014,C0119,1.75
C0014,C0120,1.69
C0014,C0121,2.07
C0014,C0122,1.64
C0014,C0123,1.74
C0014,C0124,1.75
C0014,C0125,1.87
C0014,C0126,2.01
C0014,C0127,1.87
C0014,C0128,1.57
C0014,C0129,1.87
C0014,C0130,1.7
C0014,C0131,1.54
C0014,C0132,1.78
C0014,C0133,1.92
C0014,C0134,2.12
C0014,C0135,1.97
C0014,C0136,1.82
C0014,C0137,2.16
C0014,C0138,1.8
C0014,C0139,1.76
C0014,C0140,2.07
C0014,C0141,1.58
C0014,C0142,2.04
C0014,C0143,1.67
C0014,C0144,1.78
C0014,C0145,1.63
C0014,C0146,1.65
C0015,C0001,1.78
C0015,C0002,2.04
C0015,C0003,1.97
C0015,C0004,1.87
C0015,C0005,1.84
C0015,C0006,1.75
C0015,C0007,2.01
C0015,C0008,1.71
C0015,C0009,1.89
C0015,C0010,1.98
C0015,C0011,1.63
C0015,C0012,1.6
C0015,C0013,1.89
C0015,C0014,1.62
C0015,C0015,1.41
C0015,C0016,1.89
C0015,C0017,2.04
C0015,C0019,1.87
C0015,C0020,2.21
C0015,C0021,1.59
C0015,C0022,1.0
C0015,C0023,2.28
C0015,C0025,1.33
C0015,C0026,1.61
C0015,C0027,1.33
C0015,C0028,1.96
C0015,C0029,1.5
C0015,C0030,1.0
C0015,C0031,1.88
C0015,C0032,2.4
C0015,C0033,1.53
C0015,C0034,1.8
C0015,C0035,1.5
C0015,C0036,1.36
C0015,C0038,1.61
C0015,C0039,2.39
C0015,C0040,1.36
C0015,C0041,1.85
C0015,C0042,2.21
C0015,C0043,1.71
C0015,C0044,1.46
C0015,C0045,2.21
C0015,C0046,1.12
C0015,C0047,1.88
C0015,C0048,1.83
C0015,C0049,1.73
C0015,C0050,1.57
C0015,C0051,1.95
C0015,C0052,2.25
C0015,C0053,1.65
C0015,C0054,1.58
C0015,C0055,1.75
C0015,C0056,1.46
C0015,C0057,1.71
C0015,C0058,1.83
C0015,C0059,1.89
C0015,C0060,1.46
C0015,C0061,2.08
C0015,C0062,1.62
C0015,C0063,1.43
C0015,C0064,1.0
C0015,C0065,1.86
C0015,C0067,1.89
C0015,C0068,1.89
C0015,C0069,1.33
C0015,C0070,2.56
C0015,C0071,1.0
C0015,C0072,1.5
C0015,C0073,1.47
C0015,C0074,1.54
C0015,C0075,1.48
C0015,C0076,1.96
C0015,C0077,2.55
C0015,C0078,2.0
C0015,C0079,1.93
C0015,C0081,1.54
C0015,C0082,1.12
C0015,C0083,2.0
C0015,C0084,1.82
C0015,C0085,1.77
C0015,C0086,1.5
C0015,C0087,2.24
C0015,C0088,1.56
C0015,C0089,1.6
C0015,C0090,1.0
C0015,C0091,3.05
C0015,C0092,1.92
C0015,C0093,1.67
C0015,C0094,2.5
C0015,C0095,1.5
C0015,C0096,1.72
C0015,C0097,1.6
C0015,C0098,1.5
C0015,C0099,2.2
C0015,C0100,1.0
C0015,C0101,1.67
C0015,C0102,2.24
C0015,C0103,1.39
C0015,C0104,1.91
C0015,C0105,1.4
C0015,C0107,1.13
C0015,C0108,1.68
C0015,C0109,1.66
C0015,C0110,1.76
C0015,C0111,1.18
C0015,C0112,1.91
C0015,C0113,1.82
C0015,C0114,1.45
C0015,C0115,1.53
C0015,C0116,1.33
C0015,C0117,1.92
C0015,C0118,1.94
C0015,C0119,1.83
C0015,C0120,1.73
C0015,C0121,2.0
C0015,C0122,1.75
C0015,C0123,1.89
C0015,C0124,1.56
C0015,C0125,2.12
C0015,C0126,2.0
C0015,C0128,1.57
C0015,C0129,1.46
C0015,C0130,1.89
C0015,C0131,1.0
C0015,C0132,1.65
C0015,C0133,2.22
C0015,C0134,2.11
C0015,C0135,1.73
C0015,C0136,1.0
C0015,C0137,2.26
C0015,C0138,2.25
C0015,C0139,1.82
C0015,C0140,2.32
C0015,C0141,1.36
C0015,C0142,2.12
C0015,C0143,1.88
C0015,C0144,1.67
C0015,C0145,1.81
C0015,C0146,1.79
C0016,C0001,1.74
C0016,C0002,1.95
C0016,C0003,1.94
C0016,C0004,1.75
C0016,C0005,1.63
C0016,C0006,1.8
C0016,C0007,1.84
C0016,C0008,1.67
C0016,C0009,1.84
C0016,C0010,1.94
C0016,C0011,1.7
C0016,C0012,1.59
C0016,C0013,1.63
C0016,C0014,1.69
C0016,C0015,1.75
C0016,C0016,1.7
C0016,C0017,1.95
C0016,C0019,2.13
C0016,C0020,1.99
C0016,C0021,1.5
C0016,C0022,1.92
C0016,C0023,1.98
C0016,C0024,1.62
C0016,C0025,2.23
C0016,C0026,2.01
C0016,C0027,1.95
C0016,C0028,1.75
C0016,C0029,1.55
C0016,C0030,1.88
C0016,C0031,1.67
C0016,C0032,1.8
C0016,C0033,1.65
C0016,C0034,1.82
C0016,C0035,1.65
C0016,C0036,1.71
C0016,C0037,2.08
C0016,C0038,1.92
C0016,C0039,1.82
C0016,C0040,2.11
C0016,C0041,1.81
C0016,C0042,1.77
C0016,C0043,2.45
C0016,C0044,1.78
C0016,C0045,1.66
C0016,C0046,1.83
C0016,C0047,1.62
C0016,C0048,2.07
C0016,C0049,1.6
C0016,C0050,1.63
C0016,C0051,1.74
C0016,C0052,1.88
C0016,C0053,1.61
C0016,C0054,1.64
C0016,C0055,1.69
C0016,C0056,1.7
C0016,C0057,1.69
C0016,C0058,1.6
C0016,C0059,1.75
C0016,C0060,1.77
C0016,C0061,1.76
C0016,C0062,1.6
C0016,C0063,1.6
C0016,C0064,1.68
C0016,C0065,1.69
C0016,C0066,1.83
C0016,C0067,1.94
C0016,C0068,1.95
C0016,C0069,1.86
C0016,C0070,1.74
C0016,C0071,1.26
C0016,C0072,1.58
C0016,C0073,1.48
C0016,C0074,1.48
C0016,C0075,1.93
C0016,C0076,2.21
C0016,C0077,1.58
C0016,C0078,1.79
C0016,C0079,1.8
C0016,C0080,2.12
C0016,C0081,1.65
C0016,C0082,1.98
C0016,C0083,1.94
C0016,C0084,1.63
C0016,C0085,1.64
C0016,C0086,1.52
C0016,C0087,1.7
C0016,C0088,1.55
C0016,C0089,1.59
C0016,C0090,1.58
C0016,C0091,1.87
C0016,C0092,1.81
C0016,C0093,1.82
C0016,C0094,1.71
C0016,C0095,1.79
C0016,C0096,1.68
C0016,C0097,1.51
C0016,C0098,1.59
C0016,C0099,1.87
C0016,C0100,1.75
C0016,C0101,1.66
C0016,C0102,2.09
C0016,C0103,1.73
C0016,C0104,1.75
C0016,C0105,1.64
C0016,C0106,1.63
C0016,C0107,1.61
C0016,C0108,1.47
C0016,C0109,1.59
C0016,C0110,1.76
C0016,C0111,1.78
C0016,C0112,1.73
C0016,C0113,1.94
C0016,C0114,1.56
C0016,C0115,1.6
C0016,C0116,1.75
C0016,C0117,1.7
C0016,C0118,1.71
C0016,C0119,1.71
C0016,C0120,1.61
C0016,C0121,1.8
C0016,C0122,1.56
C0016,C0123,1.68
C0016,C0124,1.57
C0016,C0125,1.96
C0016,C0126,1.97
C0016,C0127,1.66
C0016,C0128,1.79
C0016,C0129,1.66
C0016,C0130,1.73
C0016,C0131,1.72
C0016,C0132,1.58
C0016,C0133,1.86
C0016,C0134,1.62
C0016,C0135,1.66
C0016,C0136,1.66
C0016,C0137,1.81
C0016,C0138,1.61
C0016,C0139,1.69
C0016,C0140,1.86
C0016,C0141,1.74
C0016,C0142,1.81
C0016,C0143,1.68
C0016,C0144,1.71
C0016,C0145,1.74
C0016,C0146,1.7
C0017,C0001,1.96
C0017,C0002,1.53
C0017,C0003,2.41
C0017,C0004,1.63
C0017,C0005,1.67
C0017,C0006,2.96
C0017,C0007,2.82
C0017,C0008,1.7
C0017,C0009,1.49
C0017,C0010,1.73
C0017,C0011,2.4
C0017,C0013,1.51
C0017,C0014,1.79
C0017,C0015,1.61
C0017,C0016,2.28
C0017,C0017,1.53
C0017,C0020,2.48
C0017,C0021,1.75
C0017,C0027,2.0
C0017,C0029,1.69
C0017,C0031,1.5
C0017,C0034,1.67
C0017,C0035,4.25
C0017,C0037,4.33
C0017,C0038,2.14
C0017,C0039,2.58
C0017,C0040,1.67
C0017,C0042,3.13
C0017,C0044,2.72
C0017,C0045,1.12
C0017,C0047,1.0
C0017,C0048,1.5
C0017,C0049,1.36
C0017,C0051,1.99
C0017,C0052,1.0
C0017,C0053,1.5
C0017,C0054,2.2
C0017,C0055,1.77
C0017,C0056,1.44
C0017,C0057,2.0
C0017,C0058,1.83
C0017,C0059,1.51
C0017,C0061,2.05
C0017,C0062,1.43
C0017,C0063,1.5
C0017,C0065,1.54
C0017,C0067,1.17
C0017,C0068,1.62
C0017,C0070,1.4
C0017,C0072,1.42
C0017,C0073,1.75
C0017,C0074,1.53
C0017,C0075,1.0
C0017,C0076,1.25
C0017,C0078,1.95
C0017,C0079,1.33
C0017,C0081,1.5
C0017,C0083,3.17
C0017,C0084,1.0
C0017,C0085,3.17
C0017,C0087,1.41
C0017,C0089,2.17
C0017,C0091,3.25
C0017,C0092,1.0
C0017,C0093,2.11
C0017,C0094,3.21
C0017,C0096,1.0
C0017,C0098,1.88
C0017,C0103,1.33
C0017,C0104,3.0
C0017,C0105,1.56
C0017,C0107,2.0
C0017,C0108,1.5
C0017,C0109,1.5
C0017,C0110,1.55
C0017,C0111,1.33
C0017,C0113,1.33
C0017,C0114,1.72
C0017,C0115,1.5
C0017,C0117,2.52
C0017,C0118,1.58
C0017,C0119,2.12
C0017,C0120,1.0
C0017,C0121,1.78
C0017,C0122,1.45
C0017,C0123,1.77
C0017,C0124,2.25
C0017,C0127,1.33
C0017,C0128,1.0
C0017,C0129,1.75
C0017,C0130,3.1
C0017,C0131,1.5
C0017,C0132,1.65
C0017,C0133,1.85
C0017,C0134,1.61
C0017,C0135,1.9
C0017,C0136,1.83
C0017,C0137,3.13
C0017,C0138,1.42
C0017,C0139,1.59
C0017,C0140,2.0
C0017,C0141,1.5
C0017,C0143,1.78
C0017,C0144,1.69
C0017,C0145,1.97
C0017,C0146,2.9
C0019,C0001,1.68
C0019,C0002,1.0
C0019,C0003,1.38
C0019,C0004,1.73
C0019,C0005,1.77
C0019,C0006,1.4
C0019,C0007,1.64
C0019,C0008,1.67
C0019,C0009,1.83
C0019,C0010,1.0
C0019,C0011,1.45
C0019,C0013,1.28
C0019,C0014,1.79
